Experiment,Treatment,Time_of_the_day,Body_mass,Tracking_session,ID,Stream_mesocosm,Movement,Habitat_Use
Exp_2_Stream_Mesocosms,Sham,3,5.27,2,A3C7F3,18,1,Open

Exp_2_Stream_Mesocosms,GH,3,4.48,2,A39860,19,NA,NA

Exp_2_Stream_Mesocosms,GH,3,4.42,2,A3EA10,19,4,Open

Exp_2_Stream_Mesocosms,GH,3,4.18,2,A3D0CD,19,2,Open

Exp_2_Stream_Mesocosms,GH,3,4.37,2,A3932F,19,0,Open

Exp_2_Stream_Mesocosms,GH,3,4.17,2,A3E010,19,10,Open

Exp_2_Stream_Mesocosms,GH,3,4.26,2,A3CC9C,19,1,Open

Exp_2_Stream_Mesocosms,Sham,3,5.02,2,A39AA5,20,4,Boulder

Exp_2_Stream_Mesocosms,Sham,3,5.12,2,A3ABC1,20,1,Open

Exp_2_Stream_Mesocosms,Sham,3,4.78,2,A3EFD5,20,1,Open

Exp_2_Stream_Mesocosms,Sham,3,4.88,2,9F967F,20,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,3,4.68,2,A3A160,20,6,Open

Exp_2_Stream_Mesocosms,Sham,3,4.97,2,A2EF7A,20,3,Open

Exp_2_Stream_Mesocosms,GH,6,3.65,2,A3A4C6,1,1,Open

Exp_2_Stream_Mesocosms,GH,6,3.26,2,A391F7,1,12,Open

Exp_2_Stream_Mesocosms,GH,6,4.88,2,A384A3,1,6,Boulder

Exp_2_Stream_Mesocosms,GH,6,3.56,2,A3C20D,1,1,Boulder

Exp_2_Stream_Mesocosms,GH,6,3.6,2,A3E46F,1,1,Open

Exp_2_Stream_Mesocosms,GH,6,3.53,2,A3A49B,1,1,Open

Exp_2_Stream_Mesocosms,Sham,6,6.69,2,A3CEBD,2,NA,NA

Exp_2_Stream_Mesocosms,Sham,6,7.35,2,A3CB48,2,1,Boulder

Exp_2_Stream_Mesocosms,Sham,6,7.48,2,A38E59,2,2,Boulder

Exp_2_Stream_Mesocosms,Sham,6,6.94,2,A39BFE,2,0,Open

Exp_2_Stream_Mesocosms,GH,6,5.13,2,A3F0AB,3,NA,Open

Exp_2_Stream_Mesocosms,GH,6,5.1,2,A3CFCC,3,0,Open

Exp_2_Stream_Mesocosms,GH,6,5.18,2,A3F324,3,1,Open

Exp_2_Stream_Mesocosms,GH,6,5.23,2,A3C8F5,3,2,Open

Exp_2_Stream_Mesocosms,GH,6,5.1,2,A39556,3,0,Boulder

Exp_2_Stream_Mesocosms,GH,6,5.15,2,A39E67,3,1,Open

Exp_2_Stream_Mesocosms,Sham,6,3.17,2,A3F4DF,4,NA,NA

Exp_2_Stream_Mesocosms,Sham,6,3.07,2,A39589,4,0,Open

Exp_2_Stream_Mesocosms,Sham,6,3.09,2,A3F0EF,4,0,Open

Exp_2_Stream_Mesocosms,Sham,6,2.92,2,A38DF1,4,0,Boulder

Exp_2_Stream_Mesocosms,Sham,6,3.22,2,A39350,4,1,Open

Exp_2_Stream_Mesocosms,Sham,6,2.97,2,A383C5,4,2,Open

Exp_2_Stream_Mesocosms,GH,6,4.1,2,A384D8,5,NA,NA

Exp_2_Stream_Mesocosms,GH,6,3.95,2,9F8BCB,5,1,Boulder

Exp_2_Stream_Mesocosms,GH,6,4.13,2,A394EE,5,0,Boulder

Exp_2_Stream_Mesocosms,GH,6,3.92,2,A3E404,5,2,Boulder

Exp_2_Stream_Mesocosms,GH,6,3.96,2,A3F38A,5,2,Open

Exp_2_Stream_Mesocosms,GH,6,4.11,2,A393C2,5,1,Open

Exp_2_Stream_Mesocosms,GH,6,6.54,2,A2EB3B,6,2,Boulder

Exp_2_Stream_Mesocosms,GH,6,6.51,2,A3EBA7,6,0,Boulder

Exp_2_Stream_Mesocosms,GH,6,6.46,2,A3F4C1,6,1,Open

Exp_2_Stream_Mesocosms,GH,6,6.94,2,A3F738,6,1,Boulder

Exp_2_Stream_Mesocosms,GH,6,6.87,2,A3E3D7,6,1,Open

Exp_2_Stream_Mesocosms,GH,6,6.79,2,A388BA,6,1,Open

Exp_2_Stream_Mesocosms,Sham,6,6.3,2,A3F7ED,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,6,6.2,2,A39379,7,2,Open

Exp_2_Stream_Mesocosms,Sham,6,5.99,2,A34BEA,7,1,Open

Exp_2_Stream_Mesocosms,Sham,6,6.27,2,A3FB93,7,1,Open

Exp_2_Stream_Mesocosms,Sham,6,6.66,2,A391D0,7,2,Open

Exp_2_Stream_Mesocosms,Sham,6,6.46,2,9FF6BF,7,1,Open

Exp_2_Stream_Mesocosms,Sham,6,3.44,2,A3F746,8,NA,NA

Exp_2_Stream_Mesocosms,Sham,6,3.52,2,A34629,8,1,Open

Exp_2_Stream_Mesocosms,Sham,6,3.46,2,A3AD91,8,1,Open

Exp_2_Stream_Mesocosms,Sham,6,3.42,2,A3A62F,8,1,Boulder

Exp_2_Stream_Mesocosms,Sham,6,3.35,2,A3E0AC,8,3,Open

Exp_2_Stream_Mesocosms,Sham,6,3.32,2,A3C575,8,0,Open

Exp_2_Stream_Mesocosms,GH,6,5.42,2,A3AB61,9,NA,NA

Exp_2_Stream_Mesocosms,GH,6,5.39,2,A3E81B,9,NA,Open

Exp_2_Stream_Mesocosms,GH,6,5.32,2,A33EC7,9,0,Boulder

Exp_2_Stream_Mesocosms,GH,6,5.52,2,9FFE68,9,5,Open

Exp_2_Stream_Mesocosms,GH,6,5.52,2,A39293,9,4,Open

Exp_2_Stream_Mesocosms,GH,6,5.56,2,A38B84,9,4,Boulder

Exp_2_Stream_Mesocosms,GH,6,NA,2,A3893B,9,NA,NA

Exp_2_Stream_Mesocosms,Sham,6,3.95,2,3A8470,10,6,Boulder

Exp_2_Stream_Mesocosms,Sham,6,3.55,2,A3A5DF,10,1,Boulder

Exp_2_Stream_Mesocosms,Sham,6,3.83,2,A3EB94,10,1,Boulder

Exp_2_Stream_Mesocosms,Sham,6,3.73,2,A3ABCF,10,NA,Open

Exp_2_Stream_Mesocosms,Sham,6,3.59,2,A3A882,10,1,Boulder

Exp_2_Stream_Mesocosms,Sham,6,4.08,2,A3CEEA,10,1,Open

Exp_2_Stream_Mesocosms,GH,6,4.5,2,A3A637,11,1,Open

Exp_2_Stream_Mesocosms,GH,6,5.06,2,A3C4BB,11,NA,Open

Exp_2_Stream_Mesocosms,GH,6,5.03,2,A3F224,11,0,Open

Exp_2_Stream_Mesocosms,GH,6,5.07,2,A3C5D1,11,NA,Open

Exp_2_Stream_Mesocosms,GH,6,4.83,2,A3E707,11,3,Boulder

Exp_2_Stream_Mesocosms,GH,6,4.78,2,A3834F,11,9,Open

Exp_2_Stream_Mesocosms,Sham,6,4.08,2,A382E5,12,2,Open

Exp_2_Stream_Mesocosms,Sham,6,4.25,2,A3904D,12,2,Open

Exp_2_Stream_Mesocosms,Sham,6,4.18,2,A3663F,12,0,Open

Exp_2_Stream_Mesocosms,Sham,6,4.09,2,A3F0DC,12,3,Open

Exp_2_Stream_Mesocosms,Sham,6,4.25,2,A3CB6A,12,2,Open

Exp_2_Stream_Mesocosms,Sham,6,4.08,2,A3930D,12,6,Open

Exp_2_Stream_Mesocosms,GH,6,5.58,2,A3EAD5,13,NA,NA

Exp_2_Stream_Mesocosms,GH,6,5.64,2,A389AF,13,0,Open

Exp_2_Stream_Mesocosms,GH,6,5.58,2,A3B8AC,13,NA,Open

Exp_2_Stream_Mesocosms,GH,6,5.64,2,A3CABB,13,1,Open

Exp_2_Stream_Mesocosms,GH,6,5.78,2,A40086,13,1,Open

Exp_2_Stream_Mesocosms,GH,6,5.79,2,A3AD08,13,0,Boulder

Exp_2_Stream_Mesocosms,GH,6,5.84,2,A3A5B8,14,NA,NA

Exp_2_Stream_Mesocosms,GH,6,6.43,2,A382B0,14,1,Boulder

Exp_2_Stream_Mesocosms,GH,6,5.81,2,A3F81D,14,1,Open

Exp_2_Stream_Mesocosms,GH,6,5.85,2,A3A82D,14,NA,Open

Exp_2_Stream_Mesocosms,GH,6,5.98,2,A3CF44,14,5,Boulder

Exp_2_Stream_Mesocosms,GH,6,6.43,2,A3AAC0,14,1,Open

Exp_2_Stream_Mesocosms,Sham,6,5.88,2,A3E009,15,1,Open

Exp_2_Stream_Mesocosms,Sham,6,5.75,2,A3ED7D,15,NA,Open

Exp_2_Stream_Mesocosms,Sham,6,5.63,2,A3E8FE,15,1,Open

Exp_2_Stream_Mesocosms,Sham,6,5.97,2,A3836A,15,0,Open

Exp_2_Stream_Mesocosms,Sham,6,5.84,2,A388C9,15,0,Open

Exp_2_Stream_Mesocosms,GH,6,8.27,2,A39056,16,2,Open

Exp_2_Stream_Mesocosms,GH,6,7.33,2,A3F83C,16,NA,Open

Exp_2_Stream_Mesocosms,GH,6,8.23,2,A34594,16,1,Boulder

Exp_2_Stream_Mesocosms,GH,6,7.02,2,A3F841,16,0,Open

Exp_2_Stream_Mesocosms,GH,6,7.34,2,A3AB9B,16,0,Boulder

Exp_2_Stream_Mesocosms,GH,6,7.47,2,A3AB89,16,0,Boulder

Exp_2_Stream_Mesocosms,Sham,6,4.46,2,A344F0,17,1,Boulder

Exp_2_Stream_Mesocosms,Sham,6,4.32,2,A3EF29,17,1,Open

Exp_2_Stream_Mesocosms,Sham,6,4.5,2,A395C9,17,1,Open

Exp_2_Stream_Mesocosms,Sham,6,5.15,2,A3884B,17,2,Boulder

Exp_2_Stream_Mesocosms,Sham,6,4.27,2,A3F44C,17,0,Open

Exp_2_Stream_Mesocosms,Sham,6,5.36,2,A3CB86,18,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,6,5.36,2,A3DB4D,18,0,Boulder

Exp_2_Stream_Mesocosms,Sham,6,5.14,2,A39BE3,18,1,Boulder

Exp_2_Stream_Mesocosms,Sham,6,5.55,2,A38AD4,18,5,Open

Exp_2_Stream_Mesocosms,Sham,6,5.21,2,A3F370,18,1,Open

Exp_2_Stream_Mesocosms,Sham,6,5.27,2,A3C7F3,18,0,Open

Exp_2_Stream_Mesocosms,GH,6,4.48,2,A39860,19,9,Open

Exp_2_Stream_Mesocosms,GH,6,4.17,2,A3E010,19,2,Open

Exp_2_Stream_Mesocosms,GH,6,4.42,2,A3EA10,19,0,Open

Exp_2_Stream_Mesocosms,GH,6,4.18,2,A3D0CD,19,1,Open

Exp_2_Stream_Mesocosms,GH,6,4.37,2,A3932F,19,0,Open

Exp_2_Stream_Mesocosms,GH,6,4.26,2,A3CC9C,19,1,Boulder

Exp_2_Stream_Mesocosms,Sham,6,4.88,2,9F967F,20,NA,NA

Exp_2_Stream_Mesocosms,Sham,6,5.02,2,A39AA5,20,3,Boulder

Exp_2_Stream_Mesocosms,Sham,6,4.68,2,A3A160,20,1,Open

Exp_2_Stream_Mesocosms,Sham,6,5.12,2,A3ABC1,20,0,Open

Exp_2_Stream_Mesocosms,Sham,6,4.78,2,A3EFD5,20,1,Open

Exp_2_Stream_Mesocosms,Sham,6,4.97,2,A2EF7A,20,2,Boulder

Exp_2_Stream_Mesocosms,GH,9,3.65,2,A3A4C6,1,6,Boulder

Exp_2_Stream_Mesocosms,GH,9,3.6,2,A3E46F,1,3,Boulder

Exp_2_Stream_Mesocosms,GH,9,3.56,2,A3C20D,1,0,Open

Exp_2_Stream_Mesocosms,GH,9,4.88,2,A384A3,1,6,Open

Exp_2_Stream_Mesocosms,GH,9,3.53,2,A3A49B,1,0,Boulder

Exp_2_Stream_Mesocosms,GH,9,3.26,2,A391F7,1,11,Open

Exp_2_Stream_Mesocosms,Sham,9,6.69,2,A3CEBD,2,NA,NA

Exp_2_Stream_Mesocosms,Sham,9,7.35,2,A3CB48,2,2,Open

Exp_2_Stream_Mesocosms,Sham,9,6.94,2,A39BFE,2,0,Open

Exp_2_Stream_Mesocosms,Sham,9,7.48,2,A38E59,2,0,Open

Exp_2_Stream_Mesocosms,GH,9,5.13,2,A3F0AB,3,NA,NA

Exp_2_Stream_Mesocosms,GH,9,5.23,2,A3C8F5,3,0,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.18,2,A3F324,3,7,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.1,2,A3CFCC,3,1,Open

Exp_2_Stream_Mesocosms,GH,9,5.1,2,A39556,3,4,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.15,2,A39E67,3,1,Open

Exp_2_Stream_Mesocosms,Sham,9,3.09,2,A3F0EF,4,0,Open

Exp_2_Stream_Mesocosms,Sham,9,3.17,2,A3F4DF,4,0,Open

Exp_2_Stream_Mesocosms,Sham,9,3.07,2,A39589,4,0,Open

Exp_2_Stream_Mesocosms,Sham,9,2.92,2,A38DF1,4,0,Boulder

Exp_2_Stream_Mesocosms,Sham,9,3.22,2,A39350,4,4,Open

Exp_2_Stream_Mesocosms,Sham,9,2.97,2,A383C5,4,2,Open

Exp_2_Stream_Mesocosms,GH,9,3.96,2,A3F38A,5,1,Boulder

Exp_2_Stream_Mesocosms,GH,9,3.92,2,A3E404,5,5,Open

Exp_2_Stream_Mesocosms,GH,9,4.13,2,A394EE,5,0,Boulder

Exp_2_Stream_Mesocosms,GH,9,3.95,2,9F8BCB,5,0,Open

Exp_2_Stream_Mesocosms,GH,9,4.1,2,A384D8,5,NA,Boulder

Exp_2_Stream_Mesocosms,GH,9,4.11,2,A393C2,5,0,Open

Exp_2_Stream_Mesocosms,GH,9,6.54,2,A2EB3B,6,1,Boulder

Exp_2_Stream_Mesocosms,GH,9,6.46,2,A3F4C1,6,0,Boulder

Exp_2_Stream_Mesocosms,GH,9,6.51,2,A3EBA7,6,1,Boulder

Exp_2_Stream_Mesocosms,GH,9,6.94,2,A3F738,6,1,Open

Exp_2_Stream_Mesocosms,GH,9,6.87,2,A3E3D7,6,1,Open

Exp_2_Stream_Mesocosms,GH,9,6.79,2,A388BA,6,1,Open

Exp_2_Stream_Mesocosms,Sham,9,6.46,2,9FF6BF,7,0,Open

Exp_2_Stream_Mesocosms,Sham,9,6.66,2,A391D0,7,2,Open

Exp_2_Stream_Mesocosms,Sham,9,6.2,2,A39379,7,2,Open

Exp_2_Stream_Mesocosms,Sham,9,5.99,2,A34BEA,7,0,Open

Exp_2_Stream_Mesocosms,Sham,9,6.3,2,A3F7ED,7,9,Open

Exp_2_Stream_Mesocosms,Sham,9,6.27,2,A3FB93,7,1,Open

Exp_2_Stream_Mesocosms,Sham,9,3.44,2,A3F746,8,0,Open

Exp_2_Stream_Mesocosms,Sham,9,3.52,2,A34629,8,1,Boulder

Exp_2_Stream_Mesocosms,Sham,9,3.35,2,A3E0AC,8,1,Open

Exp_2_Stream_Mesocosms,Sham,9,3.46,2,A3AD91,8,3,Boulder

Exp_2_Stream_Mesocosms,Sham,9,3.42,2,A3A62F,8,NA,Open

Exp_2_Stream_Mesocosms,Sham,9,3.32,2,A3C575,8,1,Open

Exp_2_Stream_Mesocosms,GH,9,5.39,2,A3E81B,9,NA,NA

Exp_2_Stream_Mesocosms,GH,9,5.32,2,A33EC7,9,0,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.42,2,A3AB61,9,NA,Open

Exp_2_Stream_Mesocosms,GH,9,5.52,2,9FFE68,9,5,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.52,2,A39293,9,6,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.56,2,A38B84,9,4,Open

Exp_2_Stream_Mesocosms,GH,9,NA,2,A3893B,9,NA,NA

Exp_2_Stream_Mesocosms,Sham,9,3.73,2,A3ABCF,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,9,3.55,2,A3A5DF,10,1,Open

Exp_2_Stream_Mesocosms,Sham,9,3.83,2,A3EB94,10,1,Open

Exp_2_Stream_Mesocosms,Sham,9,3.59,2,A3A882,10,1,Open

Exp_2_Stream_Mesocosms,Sham,9,4.08,2,A3CEEA,10,4,Open

Exp_2_Stream_Mesocosms,Sham,9,3.95,2,3A8470,10,NA,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.06,2,A3C4BB,11,NA,NA

Exp_2_Stream_Mesocosms,GH,9,5.07,2,A3C5D1,11,NA,NA

Exp_2_Stream_Mesocosms,GH,9,4.5,2,A3A637,11,2,Boulder

Exp_2_Stream_Mesocosms,GH,9,4.78,2,A3834F,11,2,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.03,2,A3F224,11,7,Open

Exp_2_Stream_Mesocosms,GH,9,4.83,2,A3E707,11,1,Open

Exp_2_Stream_Mesocosms,Sham,9,4.08,2,A382E5,12,1,Open

Exp_2_Stream_Mesocosms,Sham,9,4.25,2,A3904D,12,NA,Open

Exp_2_Stream_Mesocosms,Sham,9,4.25,2,A3CB6A,12,2,Open

Exp_2_Stream_Mesocosms,Sham,9,4.09,2,A3F0DC,12,0,Open

Exp_2_Stream_Mesocosms,Sham,9,4.08,2,A3930D,12,NA,Open

Exp_2_Stream_Mesocosms,Sham,9,4.18,2,A3663F,12,0,Open

Exp_2_Stream_Mesocosms,GH,9,5.58,2,A3B8AC,13,NA,NA

Exp_2_Stream_Mesocosms,GH,9,5.58,2,A3EAD5,13,NA,NA

Exp_2_Stream_Mesocosms,GH,9,5.64,2,A389AF,13,0,Open

Exp_2_Stream_Mesocosms,GH,9,5.64,2,A3CABB,13,0,Open

Exp_2_Stream_Mesocosms,GH,9,5.78,2,A40086,13,1,Open

Exp_2_Stream_Mesocosms,GH,9,5.79,2,A3AD08,13,NA,Boulder

Exp_2_Stream_Mesocosms,GH,9,5.85,2,A3A82D,14,NA,NA

Exp_2_Stream_Mesocosms,GH,9,6.43,2,A382B0,14,1,Open

Exp_2_Stream_Mesocosms,GH,9,5.84,2,A3A5B8,14,1,Open

Exp_2_Stream_Mesocosms,GH,9,5.81,2,A3F81D,14,1,Open

Exp_2_Stream_Mesocosms,GH,9,5.98,2,A3CF44,14,1,Open

Exp_2_Stream_Mesocosms,GH,9,6.43,2,A3AAC0,14,0,Open

Exp_2_Stream_Mesocosms,Sham,9,5.75,2,A3ED7D,15,NA,NA

Exp_2_Stream_Mesocosms,Sham,9,5.63,2,A3E8FE,15,2,Open

Exp_2_Stream_Mesocosms,Sham,9,5.97,2,A3836A,15,0,Open

Exp_2_Stream_Mesocosms,Sham,9,5.84,2,A388C9,15,2,Open

Exp_2_Stream_Mesocosms,Sham,9,5.88,2,A3E009,15,2,Open

Exp_2_Stream_Mesocosms,GH,9,7.33,2,A3F83C,16,NA,NA

Exp_2_Stream_Mesocosms,GH,9,8.23,2,A34594,16,1,Open

Exp_2_Stream_Mesocosms,GH,9,7.02,2,A3F841,16,1,Open

Exp_2_Stream_Mesocosms,GH,9,7.34,2,A3AB9B,16,0,Boulder

Exp_2_Stream_Mesocosms,GH,9,7.47,2,A3AB89,16,0,Boulder

Exp_2_Stream_Mesocosms,GH,9,8.27,2,A39056,16,0,Open

Exp_2_Stream_Mesocosms,Sham,9,4.46,2,A344F0,17,6,Open

Exp_2_Stream_Mesocosms,Sham,9,4.32,2,A3EF29,17,2,Open

Exp_2_Stream_Mesocosms,Sham,9,4.5,2,A395C9,17,9,Open

Exp_2_Stream_Mesocosms,Sham,9,4.27,2,A3F44C,17,1,Open

Exp_2_Stream_Mesocosms,Sham,9,5.15,2,A3884B,17,2,Open

Exp_2_Stream_Mesocosms,Sham,9,5.36,2,A3CB86,18,NA,NA

Exp_2_Stream_Mesocosms,Sham,9,5.55,2,A38AD4,18,0,Boulder

Exp_2_Stream_Mesocosms,Sham,9,5.36,2,A3DB4D,18,1,Boulder

Exp_2_Stream_Mesocosms,Sham,9,5.14,2,A39BE3,18,0,Open

Exp_2_Stream_Mesocosms,Sham,9,5.21,2,A3F370,18,1,Open

Exp_2_Stream_Mesocosms,Sham,9,5.27,2,A3C7F3,18,1,Open

Exp_2_Stream_Mesocosms,GH,9,4.42,2,A3EA10,19,0,Open

Exp_2_Stream_Mesocosms,GH,9,4.17,2,A3E010,19,5,Open

Exp_2_Stream_Mesocosms,GH,9,4.18,2,A3D0CD,19,0,Boulder

Exp_2_Stream_Mesocosms,GH,9,4.37,2,A3932F,19,1,Open

Exp_2_Stream_Mesocosms,GH,9,4.48,2,A39860,19,2,Open

Exp_2_Stream_Mesocosms,GH,9,4.26,2,A3CC9C,19,1,Open

Exp_2_Stream_Mesocosms,Sham,9,4.88,2,9F967F,20,NA,Open

Exp_2_Stream_Mesocosms,Sham,9,4.97,2,A2EF7A,20,2,Open

Exp_2_Stream_Mesocosms,Sham,9,5.02,2,A39AA5,20,0,Open

Exp_2_Stream_Mesocosms,Sham,9,4.68,2,A3A160,20,9,Boulder

Exp_2_Stream_Mesocosms,Sham,9,5.12,2,A3ABC1,20,0,Open

Exp_2_Stream_Mesocosms,Sham,9,4.78,2,A3EFD5,20,5,Open

Exp_2_Stream_Mesocosms,GH,12,4.88,2,A384A3,1,0,Boulder

Exp_2_Stream_Mesocosms,GH,12,3.26,2,A391F7,1,0,Boulder

Exp_2_Stream_Mesocosms,GH,12,3.65,2,A3A4C6,1,5,Boulder

Exp_2_Stream_Mesocosms,GH,12,3.56,2,A3C20D,1,0,Open

Exp_2_Stream_Mesocosms,GH,12,3.6,2,A3E46F,1,3,Open

Exp_2_Stream_Mesocosms,GH,12,3.53,2,A3A49B,1,0,Boulder

Exp_2_Stream_Mesocosms,Sham,12,6.69,2,A3CEBD,2,NA,NA

Exp_2_Stream_Mesocosms,Sham,12,7.35,2,A3CB48,2,2,Open

Exp_2_Stream_Mesocosms,Sham,12,6.94,2,A39BFE,2,0,Open

Exp_2_Stream_Mesocosms,Sham,12,7.48,2,A38E59,2,1,Open

Exp_2_Stream_Mesocosms,GH,12,5.13,2,A3F0AB,3,NA,Open

Exp_2_Stream_Mesocosms,GH,12,5.1,2,A3CFCC,3,0,Boulder

Exp_2_Stream_Mesocosms,GH,12,5.23,2,A3C8F5,3,1,Boulder

Exp_2_Stream_Mesocosms,GH,12,5.1,2,A39556,3,0,Open

Exp_2_Stream_Mesocosms,GH,12,5.18,2,A3F324,3,1,Open

Exp_2_Stream_Mesocosms,GH,12,5.15,2,A39E67,3,1,Open

Exp_2_Stream_Mesocosms,Sham,12,3.09,2,A3F0EF,4,1,Open

Exp_2_Stream_Mesocosms,Sham,12,3.17,2,A3F4DF,4,NA,Open

Exp_2_Stream_Mesocosms,Sham,12,3.07,2,A39589,4,0,Open

Exp_2_Stream_Mesocosms,Sham,12,2.92,2,A38DF1,4,2,Boulder

Exp_2_Stream_Mesocosms,Sham,12,3.22,2,A39350,4,5,Open

Exp_2_Stream_Mesocosms,Sham,12,2.97,2,A383C5,4,0,Open

Exp_2_Stream_Mesocosms,GH,12,4.1,2,A384D8,5,NA,NA

Exp_2_Stream_Mesocosms,GH,12,3.92,2,A3E404,5,1,Open

Exp_2_Stream_Mesocosms,GH,12,3.96,2,A3F38A,5,0,Open

Exp_2_Stream_Mesocosms,GH,12,4.13,2,A394EE,5,7,Boulder

Exp_2_Stream_Mesocosms,GH,12,3.95,2,9F8BCB,5,2,Open

Exp_2_Stream_Mesocosms,GH,12,4.11,2,A393C2,5,1,Open

Exp_2_Stream_Mesocosms,GH,12,6.54,2,A2EB3B,6,1,Open

Exp_2_Stream_Mesocosms,GH,12,6.51,2,A3EBA7,6,1,Open

Exp_2_Stream_Mesocosms,GH,12,6.46,2,A3F4C1,6,1,Boulder

Exp_2_Stream_Mesocosms,GH,12,6.94,2,A3F738,6,0,Boulder

Exp_2_Stream_Mesocosms,GH,12,6.87,2,A3E3D7,6,0,Open

Exp_2_Stream_Mesocosms,GH,12,6.79,2,A388BA,6,3,Open

Exp_2_Stream_Mesocosms,Sham,12,6.46,2,9FF6BF,7,0,Open

Exp_2_Stream_Mesocosms,Sham,12,6.3,2,A3F7ED,7,0,Open

Exp_2_Stream_Mesocosms,Sham,12,6.2,2,A39379,7,3,Open

Exp_2_Stream_Mesocosms,Sham,12,5.99,2,A34BEA,7,2,Open

Exp_2_Stream_Mesocosms,Sham,12,6.27,2,A3FB93,7,0,Open

Exp_2_Stream_Mesocosms,Sham,12,6.66,2,A391D0,7,1,Open

Exp_2_Stream_Mesocosms,Sham,12,3.42,2,A3A62F,8,NA,NA

Exp_2_Stream_Mesocosms,Sham,12,3.46,2,A3AD91,8,4,Open

Exp_2_Stream_Mesocosms,Sham,12,3.44,2,A3F746,8,0,Open

Exp_2_Stream_Mesocosms,Sham,12,3.52,2,A34629,8,1,Open

Exp_2_Stream_Mesocosms,Sham,12,3.35,2,A3E0AC,8,1,Boulder

Exp_2_Stream_Mesocosms,Sham,12,3.32,2,A3C575,8,8,Open

Exp_2_Stream_Mesocosms,GH,12,5.42,2,A3AB61,9,NA,NA

Exp_2_Stream_Mesocosms,GH,12,5.52,2,A39293,9,6,Boulder

Exp_2_Stream_Mesocosms,GH,12,5.39,2,A3E81B,9,NA,Boulder

Exp_2_Stream_Mesocosms,GH,12,5.32,2,A33EC7,9,1,Boulder

Exp_2_Stream_Mesocosms,GH,12,5.52,2,9FFE68,9,NA,Open

Exp_2_Stream_Mesocosms,GH,12,5.56,2,A38B84,9,0,Boulder

Exp_2_Stream_Mesocosms,GH,12,NA,2,A3893B,9,NA,NA

Exp_2_Stream_Mesocosms,Sham,12,3.95,2,3A8470,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,12,4.08,2,A3CEEA,10,4,Boulder

Exp_2_Stream_Mesocosms,Sham,12,3.83,2,A3EB94,10,1,Boulder

Exp_2_Stream_Mesocosms,Sham,12,3.55,2,A3A5DF,10,0,Boulder

Exp_2_Stream_Mesocosms,Sham,12,3.59,2,A3A882,10,1,Boulder

Exp_2_Stream_Mesocosms,Sham,12,3.73,2,A3ABCF,10,0,Open

Exp_2_Stream_Mesocosms,GH,12,4.78,2,A3834F,11,1,Open

Exp_2_Stream_Mesocosms,GH,12,5.07,2,A3C5D1,11,2,Open

Exp_2_Stream_Mesocosms,GH,12,4.5,2,A3A637,11,4,Open

Exp_2_Stream_Mesocosms,GH,12,5.06,2,A3C4BB,11,0,Boulder

Exp_2_Stream_Mesocosms,GH,12,4.83,2,A3E707,11,1,Open

Exp_2_Stream_Mesocosms,GH,12,5.03,2,A3F224,11,NA,Open

Exp_2_Stream_Mesocosms,Sham,12,4.25,2,A3904D,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,12,4.08,2,A3930D,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,12,4.25,2,A3CB6A,12,1,Open

Exp_2_Stream_Mesocosms,Sham,12,4.08,2,A382E5,12,3,Boulder

Exp_2_Stream_Mesocosms,Sham,12,4.09,2,A3F0DC,12,NA,Open

Exp_2_Stream_Mesocosms,Sham,12,4.18,2,A3663F,12,1,Open

Exp_2_Stream_Mesocosms,GH,12,5.79,2,A3AD08,13,NA,NA

Exp_2_Stream_Mesocosms,GH,12,5.58,2,A3EAD5,13,NA,NA

Exp_2_Stream_Mesocosms,GH,12,5.64,2,A389AF,13,1,Open

Exp_2_Stream_Mesocosms,GH,12,5.58,2,A3B8AC,13,3,Boulder

Exp_2_Stream_Mesocosms,GH,12,5.64,2,A3CABB,13,0,Open

Exp_2_Stream_Mesocosms,GH,12,5.78,2,A40086,13,4,Open

